mode,load,0_densenet121-16,1_efficientnet_b5-4,2_squeezenet1_1-2
mps-uncap,0.8,139.73116874694824,756.5340995788574,326.62105560302734
mps-uncap,0.9,418.4434413909912,4698.020935058594,7153.745889663696
mps-uncap,1.0,810.9462261199951,11111.552238464355,13712.355136871338
mps-uncap,0.5,57.36708641052246,85.68525314331055,20.735740661621094
mps-uncap,0.6,70.18661499023438,157.79447555541992,27.109384536743164
mps-uncap,0.7,118.8361644744873,279.2649269104004,60.05573272705078
mps-uncap,0.1,38.35582733154297,47.21641540527344,8.703231811523438
mps-uncap,0.2,46.07224464416504,33.252716064453125,13.36812973022461
mps-uncap,0.3,45.06087303161621,63.74764442443848,14.591217041015625
mps-uncap,0.4,58.93206596374512,78.27234268188477,15.851020812988281
