mode,load,0_densenet121-8,1_mobilenet_v3_small-8,2_vgg11-8
mps-uncap,0.8,99.6561050415039,34.90257263183594,46.74553871154785
mps-uncap,0.9,255.07259368896484,71.58398628234863,69.24080848693848
mps-uncap,1.0,625.5748271942139,308.3043098449707,298.77352714538574
mps-uncap,0.5,39.84951972961426,23.43010902404785,26.55315399169922
mps-uncap,0.6,60.75286865234375,29.90579605102539,23.474454879760742
mps-uncap,0.7,65.53792953491211,27.997493743896484,289.82996940612793
mps-uncap,0.1,20.792722702026367,10.729074478149414,7.912635803222656
mps-uncap,0.2,27.285337448120117,19.622325897216797,7.788181304931641
mps-uncap,0.3,33.87618064880371,21.785974502563477,12.86005973815918
mps-uncap,0.4,46.022891998291016,22.99642562866211,11.392593383789062
