mode,load,0_efficientnet_b6-8,1_efficientnet_b7-4,2_squeezenet1_1-4
mps-uncap,0.6,19.93393898010254,28.618335723876953,3.6339759826660156
mig,0.6,31.818866729736328,39.26348686218262,3.1523704528808594
mps-uncap,0.7,25.71249008178711,37.63997554779053,6.768941879272461
mig,0.7,39.845943450927734,45.96996307373047,3.6466121673583984
mps-uncap,0.8,31.89229965209961,45.378684997558594,38.03205490112305
mig,0.8,49.867987632751465,68.51422786712646,4.357337951660156
mps-uncap,0.9,35.63201427459717,77.95310020446777,5968.834757804871
mig,0.9,96.40443325042725,110.27038097381592,7.9860687255859375
mps-uncap,1.0,51.44500732421875,266.32142066955566,11524.532318115234
mig,1.0,966.8927192687988,545.9494590759277,53.7114143371582
mps-uncap,1.1,76.46369934082031,2100.0778675079346,14545.246481895447
mig,1.1,3454.362154006958,4019.222855567932,2362.6246452331543
mps-uncap,1.2,548.2864379882812,8599.285364151001,18203.20439338684
mig,1.2,7347.7466106414795,7986.54305934906,5101.163864135742
mps-uncap,1.3,4159.026503562927,9197.051286697388,20244.97139453888
mig,1.3,10068.429946899414,8945.6467628479,8785.463809967041
