mode,load,0_efficientnet_b7-16,1_mobilenet_v2-4,2_resnet50-8
mps-uncap,0.8,301.283597946167,37.80770301818848,93.01638603210449
mps-uncap,0.9,460.1430892944336,76.95412635803223,150.95114707946777
mps-uncap,1.0,2829.8120498657227,274.0213871002197,540.9505367279053
mps-uncap,0.5,119.52686309814453,23.423433303833008,44.359445571899414
mps-uncap,0.6,171.10896110534668,34.790754318237305,35.56013107299805
mps-uncap,0.7,202.8031349182129,40.65346717834473,78.25183868408203
mps-uncap,0.1,25.62999725341797,9.364604949951172,9.227752685546875
mps-uncap,0.2,40.926456451416016,13.698339462280273,11.907100677490234
mps-uncap,0.3,54.43978309631348,16.207218170166016,15.120506286621094
mps-uncap,0.4,113.31439018249512,22.576570510864258,24.30272102355957
