mode,load,0_mobilenet_v3_large-16,1_mobilenet_v3_large-16,2_mobilenet_v3_large-16,3_mobilenet_v3_large-16
mig,0.1,14.05414342880248,15.263767242431621,14.258599281311035,27.747182846069332
mig,0.2,17.870645523071282,18.295845985412598,17.652382850646973,32.98330307006836
mig,0.3,20.376729965209982,22.283134460449208,22.353153228759766,38.42050790786743
mig,0.4,27.24996566772463,24.886107444763194,26.535384654998765,51.73101902008049
mig,0.6,34.57136154174805,41.17350578308105,49.78613376617432,64.71527099609385
mig,0.7,52.246129512786936,55.2638411521912,54.082479476928704,84.95471000671382
mig,0.8,76.25343799591064,71.08234167098999,92.37095355987549,107.20531702041623
mig,0.9,171.2893772125244,138.75672101974484,180.4332733154297,268.48590373992937
mig,1.0,888.7836074829102,563.2790613174438,273.26820373535156,1113.1242251396181
mig,0.5,33.186340332031214,33.68482112884521,32.24063158035278,52.57792472839356
