mode,load,0_vgg16-16,1_vgg16-16,2_vgg16-16,3_vgg16-16
mig,0.1,32.024383544921875,32.41372108459473,32.03177452087402,46.75173759460449
mig,0.2,52.445173263549805,46.3716983795166,52.49357223510742,147.87912368774414
mig,0.3,79.17523384094238,110.3963851928711,61.53607368469238,191.4076805114746
mig,0.4,109.73334312438965,141.88575744628906,83.85038375854492,219.36869621276855
mig,0.5,121.25015258789062,163.3460521697998,117.98238754272461,270.37835121154785
mig,0.6,149.92666244506836,160.41874885559082,193.8636302947998,345.386266708374
mig,0.7,214.80679512023926,233.77346992492676,268.3711051940918,377.86364555358887
mig,0.8,277.1739959716797,283.7400436401367,413.053035736084,434.19742584228516
mig,0.9,350.0232696533203,610.8810901641846,746.3090419769287,822.7860927581787
mig,1.0,1226.982593536377,908.6198806762695,1535.5775356292725,2482.700824737549
